x	y	z	Ex	Ey	Ez	Jx	Jy	Jz	U
-16	8	5	0.00084696329	0.00080015105	-1.8179965e-06	8.4696329e-06	8.0015105e-06	-1.8179965e-08	0.0063599075
-16	10	5	0.00083452381	0.00079528224	2.9840691e-06	8.3452381e-06	7.9528224e-06	2.9840691e-08	0.0047666741
-16	12	5	0.00082925473	0.00080744471	1.1940062e-06	8.2925473e-06	8.0744471e-06	1.1940062e-08	0.0031618159
-16	14	5	0.00082852113	0.00081121455	-1.0580322e-06	8.2852113e-06	8.1121455e-06	-1.0580322e-08	0.0015453091
-16	16	5	0.00082572351	0.00081624189	-2.3029065e-06	8.2572351e-06	8.1624189e-06	-2.3029065e-08	-8.2200288e-05
-16	18	5	0.00082505249	0.0008215944	-1.9238696e-06	8.2505249e-06	8.215944e-06	-1.9238696e-08	-0.0017200834
-16	20	5	0.00082401419	0.00082847382	-2.4055301e-06	8.2401419e-06	8.2847382e-06	-2.4055301e-08	-0.0033704205
-14	-20	5	0.00077441089	0.00078792099	1.247312e-05	7.7441089e-06	7.8792099e-06	1.247312e-07	0.027044835
-14	-18	5	0.00077729464	0.00078514988	1.2134754e-05	7.7729464e-06	7.8514988e-06	1.2134754e-07	0.025473
-14	-16	5	0.0007818159	0.00078218327	1.3146443e-05	7.818159e-06	7.8218327e-06	1.3146443e-07	0.02390617
-14	-14	5	0.00078525975	0.00077646564	1.2202143e-05	7.8525975e-06	7.7646564e-06	1.2202143e-07	0.022346476
-14	-12	5	0.00078778469	0.00077115092	1.2732812e-05	7.8778469e-06	7.7115092e-06	1.2732812e-07	0.020797912
-14	-10	5	0.00079980794	0.00076053716	1.701589e-05	7.9980794e-06	7.6053716e-06	1.701589e-07	0.019263725
-14	-8	5	0.00079805483	0.00075215487	1.4970991e-05	7.9805483e-06	7.5215487e-06	1.4970991e-07	0.017747392
-14	-6	5	0.00077888057	0.00069503029	2.3263686e-05	7.7888057e-06	6.9503029e-06	2.3263686e-07	0.016317144
-14	-4	5	0.00075749228	0.00048056982	3.1697182e-05	7.5749228e-06	4.8056982e-06	3.1697182e-07	0.015069881
-14	-2	5	0.00063491704	0.0011770454	0.00017049261	6.3491704e-07	1.1770454e-06	1.7049261e-07	0.013904721
-14	0	5	0.0014089356	0.0011145928	0.00011927195	1.4089356e-06	1.1145928e-06	1.1927195e-07	0.011902689
-14	2	5	0.0015888083	0.001542898	2.0353659e-05	1.5888083e-06	1.542898e-06	2.0353659e-08	0.0092479582
-14	4	5	0.00096413094	0.00063886619	2.9259381e-06	9.6413094e-06	6.3886619e-06	2.9259381e-08	0.0076105046
-14	6	5	0.00088537554	0.00076087613	-2.9972755e-06	8.8537554e-06	7.6087613e-06	-2.9972755e-08	0.0061945888
-14	8	5	0.00083972505	0.00078425978	-7.0679633e-06	8.3972505e-06	7.8425978e-06	-7.0679633e-08	0.0046678165
-14	10	5	0.00082872744	0.00079476731	-1.7203649e-06	8.2872744e-06	7.9476731e-06	-1.7203649e-08	0.0031009025
-14	12	5	0.00082911783	0.00080196893	-2.8298088e-06	8.2911783e-06	8.0196893e-06	-2.8298088e-08	0.0015043972
-14	14	5	0.00082317006	0.00080814867	-2.1494166e-06	8.2317006e-06	8.0814867e-06	-2.1494166e-08	-0.00010727427
-14	16	5	0.00082215443	0.00081530414	-3.4043778e-06	8.2215443e-06	8.1530414e-06	-3.4043778e-08	-0.0017309054
-14	18	5	0.00082048808	0.00082115442	-3.0680547e-06	8.2048808e-06	8.2115442e-06	-3.0680547e-08	-0.0033663606
-14	20	5	0.00082028738	0.00082623696	-3.5966917e-06	8.2028738e-06	8.2623696e-06	-3.5966917e-08	-0.0050140862
-12	-20	5	0.0007757365	0.00079122371	1.251169e-05	7.757365e-06	7.9122371e-06	1.251169e-07	0.02549518
-12	-18	5	0.00077936044	0.00078742216	1.1065741e-05	7.7936044e-06	7.8742216e-06	1.1065741e-07	0.023917198
-12	-16	5	0.00078006302	0.00078316356	1.6827315e-05	7.8006302e-06	7.8316356e-06	1.6827315e-07	0.022343367
-12	-14	5	0.00078338674	0.00078097866	1.6216674e-05	7.8338674e-06	7.8097866e-06	1.6216674e-07	0.020779309
-12	-12	5	0.00078973252	0.00077708825	1.4756792e-05	7.8973252e-06	7.7708825e-06	1.4756792e-07	0.019217169
-12	-10	5	0.00079925522	0.00077357845	1.7179071e-05	7.9925522e-06	7.7357845e-06	1.7179071e-07	0.01766563
-12	-8	5	0.00080584606	0.00076372479	1.3145449e-05	8.0584606e-06	7.6372479e-06	1.3145449e-07	0.016132054
-12	-6	5	0.00084790119	0.00071971654	-3.3574293e-06	8.4790119e-06	7.1971654e-06	-3.3574293e-08	0.014667591
-12	-4	5	0.00097829861	0.00055855826	2.758006e-05	9.7829861e-06	5.5855826e-06	2.758006e-07	0.013351704
-12	-2	5	0.0012289472	0.0013818921	1.0848983e-05	1.2289472e-06	1.3818921e-06	1.0848983e-08	0.011977287
-12	0	5	0.0012146478	0.0011031512	-2.9323019e-05	1.2146478e-06	1.1031512e-06	-2.9323019e-08	0.0093930884
-12	2	5	0.00089802455	0.0013785706	6.7825988e-06	8.9802455e-07	1.3785706e-06	6.7825988e-09	0.0069310393
-12	4	5	0.00086149794	0.00051721002	-1.4539373e-05	8.6149794e-06	5.1721002e-06	-1.4539373e-07	0.0057270226
-12	6	5	0.00084994641	0.00072329863	2.3205367e-06	8.4994641e-06	7.2329863e-06	2.3205367e-08	0.0044710978
-12	8	5	0.0008211606	0.00076760951	-6.4092811e-06	8.211606e-06	7.6760951e-06	-6.4092811e-08	0.0030015813
-12	10	5	0.00081926672	0.00079039542	-4.9713194e-06	8.1926672e-06	7.9039542e-06	-4.9713194e-08	0.0014501641
-12	12	5	0.00081748812	0.00080157276	-3.9287262e-06	8.1748812e-06	8.0157276e-06	-3.9287262e-08	-0.00013771206
-12	14	5	0.00081762352	0.00080730966	-3.7832782e-06	8.1762352e-06	8.0730966e-06	-3.7832782e-08	-0.0017469959
-12	16	5	0.00081791784	0.00081491229	-4.6301898e-06	8.1791784e-06	8.1491229e-06	-4.6301898e-08	-0.0033702582
-12	18	5	0.00081710397	0.0008192047	-4.563566e-06	8.1710397e-06	8.192047e-06	-4.563566e-08	-0.0050052215
-12	20	5	0.00081637043	0.00082400459	-5.4144989e-06	8.1637043e-06	8.2400459e-06	-5.4144989e-08	-0.0066493508
-10	-20	5	0.00077519915	0.00079089056	1.1466613e-05	7.7519915e-06	7.9089056e-06	1.1466613e-07	0.023945482
-10	-18	5	0.00077323275	0.00078682813	1.0535065e-05	7.7323275e-06	7.8682813e-06	1.0535065e-07	0.022365573
-10	-16	5	0.00077655759	0.00078040893	1.6302322e-05	7.7655759e-06	7.8040893e-06	1.6302322e-07	0.020792686
-10	-14	5	0.000774943	0.00078242155	1.1266495e-05	7.74943e-06	7.8242155e-06	1.1266495e-07	0.019219621
-10	-12	5	0.00078416252	0.00078481747	1.4833409e-05	7.8416252e-06	7.8481747e-06	1.4833409e-07	0.017646011
-10	-10	5	0.00079779419	0.00078629672	1.179538e-05	7.9779419e-06	7.8629672e-06	1.179538e-07	0.016070528
-10	-8	5	0.00080804516	0.00078525901	1.081248e-05	8.0804516e-06	7.8525901e-06	1.081248e-07	0.014493185
-10	-6	5	0.00086719479	0.00077315032	2.1152221e-05	8.6719479e-06	7.7315032e-06	2.1152221e-07	0.012938797
-10	-4	5	0.00095017511	0.00080809723	4.4989016e-05	9.5017511e-06	8.0809723e-06	4.4989016e-07	0.011389516
-10	-2	5	0.0016830893	0.0016835326	7.8679482e-05	1.6830893e-06	1.6835326e-06	7.8679482e-08	0.0091212893
-10	0	5	0.00031104834	0.001055604	-3.9669187e-05	3.1104834e-06	1.055604e-05	-3.9669187e-07	0.0066622701
-10	2	5	0.0002506432	0.00057736225	-1.2152249e-05	2.506432e-06	5.7736225e-06	-1.2152249e-07	0.0050610837
-10	4	5	0.00056770159	0.00050645651	-5.2425717e-05	5.6770159e-06	5.0645651e-06	-5.2425717e-07	0.0041326028
-10	6	5	0.00078949783	0.00071909421	-2.1135263e-05	7.8949783e-06	7.1909421e-06	-2.1135263e-07	0.0028431384
-10	8	5	0.00079655812	0.00076617272	-1.2194258e-05	7.9655812e-06	7.6617272e-06	-1.2194258e-07	0.0013762936
-10	10	5	0.00080022462	0.00079292068	-7.5194149e-06	8.0022462e-06	7.9292068e-06	-7.5194149e-08	-0.00017212652
-10	12	5	0.00080547358	0.00080770229	-6.2833486e-06	8.0547358e-06	8.0770229e-06	-6.2833486e-08	-0.0017640336
-10	14	5	0.00081383625	0.00081176373	-5.5272789e-06	8.1383625e-06	8.1176373e-06	-5.5272789e-08	-0.0033774115
-10	16	5	0.00081621399	0.00081406863	-4.8222322e-06	8.1621399e-06	8.1406863e-06	-4.8222322e-08	-0.0050045732
-10	18	5	0.00081425661	0.00081852975	-7.1680841e-06	8.1425661e-06	8.1852975e-06	-7.1680841e-08	-0.0066379866
-10	20	5	0.00081217135	0.00082324869	-6.2382852e-06	8.1217135e-06	8.2324869e-06	-6.2382852e-08	-0.0082777658
-8	-20	5	0.00077515513	0.00079204936	1.0400017e-05	7.7515513e-06	7.9204936e-06	1.0400017e-07	0.022396118
-8	-18	5	0.0007736787	0.00078854549	1.310525e-05	7.736787e-06	7.8854549e-06	1.310525e-07	0.020814339
-8	-16	5	0.00076927873	0.0007868928	1.5045078e-05	7.6927873e-06	7.868928e-06	1.5045078e-07	0.019243745
-8	-14	5	0.00075117144	0.00076732175	8.2856892e-06	7.5117144e-06	7.6732175e-06	8.2856892e-08	0.017681235
-8	-12	5	0.00077605535	0.0008046368	8.2873162e-06	7.7605535e-06	8.046368e-06	8.2873162e-08	0.01609686
-8	-10	5	0.00079126792	0.00081251742	1.9929058e-05	7.9126792e-06	8.1251742e-06	1.9929058e-07	0.014487546
-8	-8	5	0.00080168148	0.00081863033	1.1316046e-05	8.0168148e-06	8.1863033e-06	1.1316046e-07	0.012870063
-8	-6	5	0.00085111235	0.00082156165	8.691835e-06	8.5111235e-06	8.2156165e-06	8.691835e-08	0.011224456
-8	-4	5	0.00085185206	0.0008555845	5.2038345e-06	8.5185206e-06	8.555845e-06	5.2038345e-08	0.0095544869
-8	-2	5	0.00072607847	0.00090833174	8.6774959e-06	7.2607847e-06	9.0833174e-06	8.6774959e-08	0.0076867643
-8	0	5	0.00060837803	0.00085824763	1.2642933e-06	6.0837803e-06	8.5824763e-06	1.2642933e-08	0.0058340891
-8	2	5	0.00058483448	0.00077733314	9.2662394e-06	5.8483448e-06	7.7733314e-06	9.2662394e-08	0.0041993249
-8	4	5	0.00072470999	0.00072561142	-2.5695951e-05	7.2470999e-06	7.2561142e-06	-2.5695951e-07	0.0027592284
-8	6	5	0.00076267591	0.00074243964	-1.0362055e-05	7.6267591e-06	7.4243964e-06	-1.0362055e-07	0.0013151154
-8	8	5	0.00077362344	0.00077562049	-2.7469574e-06	7.7362344e-06	7.7562049e-06	-2.7469574e-08	-0.00019896563
-8	10	5	0.00078853709	0.00079799733	-4.1414506e-08	7.8853709e-06	7.9799733e-06	-4.1414506e-10	-0.0017611705
-8	12	5	0.0008056277	0.00081621597	-1.1197497e-05	8.056277e-06	8.1621597e-06	-1.1197497e-07	-0.0033719942
-8	14	5	0.00080982336	0.00081750822	-7.8272156e-06	8.0982336e-06	8.1750822e-06	-7.8272156e-08	-0.0050025191
-8	16	5	0.00082067029	0.00082520418	-1.1905821e-05	8.2067029e-06	8.2520418e-06	-1.1905821e-07	-0.00664007
-8	18	5	0.00081805707	0.00081347663	-7.8096964e-06	8.1805707e-06	8.1347663e-06	-7.8096964e-08	-0.0082702185
-8	20	5	0.00080945317	0.00081857626	-9.1783301e-06	8.0945317e-06	8.1857626e-06	-9.1783301e-08	-0.0098989864
-6	-20	5	0.00079098658	0.00079047387	1.5734351e-05	7.9098658e-06	7.9047387e-06	1.5734351e-07	0.020839218
-6	-18	5	0.00077785688	0.00078598735	1.3532983e-05	7.7785688e-06	7.8598735e-06	1.3532983e-07	0.019262638
-6	-16	5	0.00074789449	0.00076924327	8.0584861e-06	7.4789449e-06	7.6924327e-06	8.0584861e-08	0.017717649
-6	-14	5	0.0007217998	0.00078044663	1.0361656e-05	7.217998e-06	7.8044663e-06	1.0361656e-07	0.016176883
-6	-12	5	0.00072222971	0.00083083015	-1.1089413e-05	7.2222971e-06	8.3083015e-06	-1.1089413e-07	0.014609056
-6	-10	5	0.00075198885	0.00084433506	1.0112743e-05	7.5198885e-06	8.4433506e-06	1.0112743e-07	0.012944396
-6	-8	5	0.0007892771	0.00084088121	1.6818786e-05	7.892771e-06	8.4088121e-06	1.6818786e-07	0.011267534
-6	-6	5	0.00081141959	0.0008374013	6.0259047e-06	8.1141959e-06	8.374013e-06	6.0259047e-08	0.0095903277
-6	-4	5	0.00080681346	0.00085613897	-5.6303407e-06	8.0681346e-06	8.5613897e-06	-5.6303407e-08	0.0079003782
-6	-2	5	0.00078358506	0.00087430702	-7.1403535e-06	7.8358506e-06	8.7430702e-06	-7.1403535e-08	0.0061830125
-6	0	5	0.0007318635	0.00081813687	-4.2869403e-06	7.318635e-06	8.1813687e-06	-4.2869403e-08	0.004494713
-6	2	5	0.00071175697	0.00078362952	-1.0144882e-05	7.1175697e-06	7.8362952e-06	-1.0144882e-07	0.0028657103
-6	4	5	0.00074246066	0.00076050145	-2.7383736e-06	7.4246066e-06	7.6050145e-06	-2.7383736e-08	0.0013245364
-6	6	5	0.00074879148	0.00075744959	-7.5824933e-06	7.4879148e-06	7.5744959e-06	-7.5824933e-08	-0.00019261217
-6	8	5	0.00074909019	0.00077326188	-3.9344036e-06	7.4909019e-06	7.7326188e-06	-3.9344036e-08	-0.0017293948
-6	10	5	0.00076765506	0.00079540194	-5.9185654e-06	7.6765506e-06	7.9540194e-06	-5.9185654e-08	-0.0033114611
-6	12	5	0.00079991601	0.00083452173	-1.6668175e-05	7.9991601e-06	8.3452173e-06	-1.6668175e-07	-0.0049586353
-6	14	5	0.00081705913	0.00084139619	4.2249826e-07	8.1705913e-06	8.4139619e-06	4.2249826e-09	-0.0066412262
-6	16	5	0.00082875252	0.00081430691	-3.7743477e-06	8.2875252e-06	8.1430691e-06	-3.7743477e-08	-0.0082914332
-6	18	5	0.00082004376	0.0008109003	-1.0589064e-05	8.2004376e-06	8.109003e-06	-1.0589064e-07	-0.0099109684
-6	20	5	0.00082141978	0.00080473593	-2.4005902e-05	8.2141978e-06	8.0473593e-06	-2.4005902e-07	-0.011532868
-4	-20	5	0.00078511046	0.00079511146	1.0459723e-05	7.8511046e-06	7.9511146e-06	1.0459723e-07	0.019271101
-4	-18	5	0.00080063553	0.00074716766	-3.4666538e-06	8.0063553e-06	7.4716766e-06	-3.4666538e-08	0.017701077
-4	-16	5	0.000711683	0.00073838167	1.6308526e-05	7.11683e-06	7.3838167e-06	1.6308526e-07	0.016227788
-4	-14	5	0.00055480368	0.00073731258	6.2018153e-05	5.5480368e-06	7.3731258e-06	6.2018153e-07	0.014811746
-4	-12	5	0.00058912496	0.00083618995	2.8429985e-05	5.8912496e-06	8.3618995e-06	2.8429985e-07	0.013274084
-4	-10	5	0.00067534629	0.00092000672	2.8081819e-05	6.7534629e-06	9.2000672e-06	2.8081819e-07	0.01148934
-4	-8	5	0.00077333919	0.00090693119	3.0556559e-05	7.7333919e-06	9.0693119e-06	3.0556559e-07	0.0096803335
-4	-6	5	0.00081734488	0.00083667722	7.2104958e-08	8.1734488e-06	8.3667722e-06	7.2104958e-10	0.0079664033
-4	-4	5	0.00080779338	0.00083924648	-1.5882848e-06	8.0779338e-06	8.3924648e-06	-1.5882848e-08	0.0062886457
-4	-2	5	0.00078600185	0.00082165651	-1.3528648e-06	7.8600185e-06	8.2165651e-06	-1.3528648e-08	0.0046271829
-4	0	5	0.00078989539	0.00081998212	-4.3101097e-06	7.8989539e-06	8.1998212e-06	-4.3101097e-08	0.0029864966
-4	2	5	0.00076292413	0.00079131276	-8.5457307e-06	7.6292413e-06	7.9131276e-06	-8.5457307e-08	0.001386644
-4	4	5	0.00076542668	0.00076086475	-6.1392528e-07	7.6542668e-06	7.6086475e-06	-6.1392528e-09	-0.00017249514
-4	6	5	0.00075012564	0.00075053565	3.3177398e-06	7.5012564e-06	7.5053565e-06	3.3177398e-08	-0.0016932583
-4	8	5	0.00070285718	0.00074024158	1.2203842e-06	7.0285718e-06	7.4024158e-06	1.2203842e-08	-0.0032043557
-4	10	5	0.00063482057	0.00078242345	-2.4676683e-05	6.3482057e-06	7.8242345e-06	-2.4676683e-07	-0.0047537185
-4	12	5	0.00076206077	0.00090479626	-5.2636319e-06	7.6206077e-06	9.0479626e-06	-5.2636319e-08	-0.0065113361
-4	14	5	0.00089441319	0.00085955963	-2.0052344e-05	8.9441319e-06	8.5955963e-06	-2.0052344e-07	-0.0083358641
-4	16	5	0.00091083457	0.00077799539	-1.6532644e-05	9.1083457e-06	7.7799539e-06	-1.6532644e-07	-0.010007115
-4	18	5	0.00082596928	0.00079335803	-4.2720216e-06	8.2596928e-06	7.9335803e-06	-4.2720216e-08	-0.011569452
-4	20	5	0.00080790792	0.00078320668	-1.1311232e-05	8.0790792e-06	7.8320668e-06	-1.1311232e-07	-0.013159822
-2	-20	5	0.00079590133	0.00080285401	1.0069361e-05	7.9590133e-06	8.0285401e-06	1.0069361e-07	0.01767806
-2	-18	5	0.00081562445	0.00077876746	9.3157525e-06	8.1562445e-06	7.7876746e-06	9.3157525e-08	0.01609042
-2	-16	5	0.00089863825	0.00064680111	-5.1541605e-06	8.9863825e-06	6.4680111e-06	-5.1541605e-08	0.014624198
-2	-14	5	0.0011998862	0.0006013119	-6.1677921e-05	1.1998862e-06	6.013119e-06	-6.1677921e-07	0.013398816
-2	-12	5	0.0011408929	0.00093692331	1.7474688e-05	1.1408929e-06	9.3692331e-06	1.7474688e-07	0.011867245
-2	-10	5	0.0010509513	0.0010043254	2.1463441e-05	1.0509513e-06	1.0043254e-05	2.1463441e-07	0.0099506769
-2	-8	5	0.00085472413	0.00090757742	4.0524618e-06	8.5472413e-06	9.0757742e-06	4.0524618e-08	0.0080369161
-2	-6	5	0.0008294113	0.00082005822	-9.6584648e-07	8.294113e-06	8.2005822e-06	-9.6584648e-09	0.006311498
-2	-4	5	0.00081644864	0.00082361885	-2.9385594e-07	8.1644864e-06	8.2361885e-06	-2.9385594e-09	0.0046624073
-2	-2	5	0.00080851328	0.00081623901	-8.3793801e-06	8.0851328e-06	8.1623901e-06	-8.3793801e-08	0.0030308694
-2	0	5	0.00079681079	0.00079755516	-1.236016e-05	7.9681079e-06	7.9755516e-06	-1.236016e-07	0.0014110287
-2	2	5	0.00079070238	0.00077960926	-1.5683e-05	7.9070238e-06	7.7960926e-06	-1.5683e-07	-0.00017323973
-2	4	5	0.00077903194	0.00075333305	4.4630917e-07	7.7903194e-06	7.5333305e-06	4.4630917e-09	-0.0017083668
-2	6	5	0.00075669928	0.00075198508	3.168717e-06	7.5669928e-06	7.5198508e-06	3.168717e-08	-0.0032055421
-2	8	5	0.00072526793	0.00069715392	5.3538807e-06	7.2526793e-06	6.9715392e-06	5.3538807e-08	-0.0046146574
-2	10	5	0.00052638217	0.0013306949	-6.6773607e-05	5.2638217e-06	1.3306949e-06	-6.6773607e-07	-0.0058153451
-2	12	5	0.00080270617	0.0009706717	-3.0816099e-06	8.0270617e-06	9.706717e-07	-3.0816099e-08	-0.0080643514
-2	14	5	0.0008142519	0.0012126891	-1.9727357e-05	8.142519e-06	1.2126891e-06	-1.9727357e-07	-0.010082035
-2	16	5	0.00093229878	0.00063329496	2.4746789e-05	9.3229878e-06	6.3329496e-06	2.4746789e-07	-0.011851049
-2	18	5	0.00083167633	0.00074442051	-3.094689e-05	8.3167633e-06	7.4442051e-06	-3.094689e-07	-0.013247557
-2	20	5	0.00079166142	0.0007816717	-8.6301992e-06	7.9166142e-06	7.816717e-06	-8.6301992e-08	-0.014764464
0	-20	5	0.00081863302	0.00081861497	-2.6232445e-05	8.1863302e-06	8.1861497e-06	-2.6232445e-07	0.016052222
0	-18	5	0.00087974619	0.0008131041	7.7895153e-06	8.7974619e-06	8.131041e-06	7.7895153e-08	0.014404186
0	-16	5	0.00088173601	0.00080895937	7.1494753e-06	8.8173601e-06	8.0895937e-06	7.1494753e-08	0.012782208
0	-14	5	0.0010565658	0.00081574691	-2.6977539e-06	1.0565658e-06	8.1574691e-06	-2.6977539e-08	0.011157585
0	-12	5	0.0010577819	0.00081490527	1.7512624e-06	1.0577819e-06	8.1490527e-06	1.7512624e-08	0.0095212805
